Treatment,Bio_rep,ImageNumber,Parent_Cell,Cell_Parent_Children_stress_granule_Count,Temperature,Depletion,SG_per_cell_compressed
44C_treat,BioRep1,1,1,4,44C,eIF3b depletion,4
44C_treat,BioRep1,1,2,1,44C,eIF3b depletion,1
44C_treat,BioRep1,1,3,0,44C,eIF3b depletion,0
44C_treat,BioRep1,1,4,6,44C,eIF3b depletion,6
44C_treat,BioRep1,1,5,1,44C,eIF3b depletion,1
44C_treat,BioRep1,1,6,3,44C,eIF3b depletion,3
44C_treat,BioRep1,1,7,2,44C,eIF3b depletion,2
44C_treat,BioRep1,1,8,3,44C,eIF3b depletion,3
44C_treat,BioRep1,1,9,1,44C,eIF3b depletion,1
44C_treat,BioRep1,1,10,2,44C,eIF3b depletion,2
44C_treat,BioRep1,1,11,4,44C,eIF3b depletion,4
44C_treat,BioRep1,1,12,12,44C,eIF3b depletion,12
44C_treat,BioRep1,1,13,3,44C,eIF3b depletion,3
44C_treat,BioRep1,1,14,3,44C,eIF3b depletion,3
44C_treat,BioRep1,1,15,1,44C,eIF3b depletion,1
44C_treat,BioRep1,1,16,1,44C,eIF3b depletion,1
44C_treat,BioRep1,1,17,12,44C,eIF3b depletion,12
44C_treat,BioRep1,1,18,3,44C,eIF3b depletion,3
44C_treat,BioRep1,2,1,1,44C,eIF3b depletion,1
44C_treat,BioRep1,2,2,4,44C,eIF3b depletion,4
44C_treat,BioRep1,2,3,3,44C,eIF3b depletion,3
44C_treat,BioRep1,2,4,1,44C,eIF3b depletion,1
44C_treat,BioRep1,2,5,2,44C,eIF3b depletion,2
44C_treat,BioRep1,2,6,1,44C,eIF3b depletion,1
44C_treat,BioRep1,2,7,1,44C,eIF3b depletion,1
44C_treat,BioRep1,2,8,0,44C,eIF3b depletion,0
44C_treat,BioRep1,2,9,0,44C,eIF3b depletion,0
44C_treat,BioRep1,2,10,3,44C,eIF3b depletion,3
44C_treat,BioRep1,2,11,4,44C,eIF3b depletion,4
44C_treat,BioRep1,2,12,5,44C,eIF3b depletion,5
44C_treat,BioRep1,2,13,7,44C,eIF3b depletion,7
44C_treat,BioRep1,2,14,3,44C,eIF3b depletion,3
44C_treat,BioRep1,2,15,2,44C,eIF3b depletion,2
44C_treat,BioRep1,2,16,3,44C,eIF3b depletion,3
44C_treat,BioRep1,3,1,3,44C,eIF3b depletion,3
44C_treat,BioRep1,3,2,6,44C,eIF3b depletion,6
44C_treat,BioRep1,3,3,0,44C,eIF3b depletion,0
44C_treat,BioRep1,3,4,3,44C,eIF3b depletion,3
44C_treat,BioRep1,3,5,3,44C,eIF3b depletion,3
44C_treat,BioRep1,3,6,3,44C,eIF3b depletion,3
44C_treat,BioRep1,3,7,2,44C,eIF3b depletion,2
44C_treat,BioRep1,3,8,1,44C,eIF3b depletion,1
44C_treat,BioRep1,3,9,1,44C,eIF3b depletion,1
44C_treat,BioRep1,3,10,1,44C,eIF3b depletion,1
44C_treat,BioRep1,3,11,4,44C,eIF3b depletion,4
44C_treat,BioRep1,3,12,5,44C,eIF3b depletion,5
44C_treat,BioRep1,3,13,2,44C,eIF3b depletion,2
44C_treat,BioRep1,3,14,3,44C,eIF3b depletion,3
44C_treat,BioRep1,4,1,10,44C,eIF3b depletion,10
44C_treat,BioRep1,4,2,2,44C,eIF3b depletion,2
44C_treat,BioRep1,4,3,2,44C,eIF3b depletion,2
44C_treat,BioRep1,4,4,5,44C,eIF3b depletion,5
44C_treat,BioRep1,4,5,2,44C,eIF3b depletion,2
44C_treat,BioRep1,4,6,1,44C,eIF3b depletion,1
44C_treat,BioRep1,4,7,3,44C,eIF3b depletion,3
44C_treat,BioRep1,4,8,2,44C,eIF3b depletion,2
44C_treat,BioRep1,4,9,4,44C,eIF3b depletion,4
44C_treat,BioRep1,4,10,3,44C,eIF3b depletion,3
44C_treat,BioRep1,4,11,2,44C,eIF3b depletion,2
44C_treat,BioRep1,5,1,4,44C,eIF3b depletion,4
44C_treat,BioRep1,5,2,4,44C,eIF3b depletion,4
44C_treat,BioRep1,5,3,9,44C,eIF3b depletion,9
44C_treat,BioRep1,5,4,3,44C,eIF3b depletion,3
44C_treat,BioRep1,5,5,7,44C,eIF3b depletion,7
44C_treat,BioRep1,5,6,3,44C,eIF3b depletion,3
44C_treat,BioRep1,5,7,6,44C,eIF3b depletion,6
44C_treat,BioRep1,5,8,4,44C,eIF3b depletion,4
44C_treat,BioRep1,5,9,1,44C,eIF3b depletion,1
44C_treat,BioRep1,5,10,2,44C,eIF3b depletion,2
44C_treat,BioRep1,5,11,4,44C,eIF3b depletion,4
44C_treat,BioRep1,5,12,7,44C,eIF3b depletion,7
44C_treat,BioRep1,5,13,1,44C,eIF3b depletion,1
44C_treat,BioRep1,5,14,3,44C,eIF3b depletion,3
44C_treat,BioRep1,5,15,1,44C,eIF3b depletion,1
44C_treat,BioRep1,5,16,1,44C,eIF3b depletion,1
44C_treat,BioRep1,5,17,7,44C,eIF3b depletion,7
44C_treat,BioRep1,5,18,4,44C,eIF3b depletion,4
44C_treat,BioRep1,5,19,3,44C,eIF3b depletion,3
44C_treat,BioRep1,5,20,3,44C,eIF3b depletion,3
44C_treat,BioRep1,5,21,1,44C,eIF3b depletion,1
44C_treat,BioRep1,5,22,1,44C,eIF3b depletion,1
44C_treat,BioRep1,5,23,8,44C,eIF3b depletion,8
44C_treat,BioRep1,5,24,3,44C,eIF3b depletion,3
44C_treat,BioRep1,5,25,1,44C,eIF3b depletion,1
44C_treat,BioRep1,5,26,2,44C,eIF3b depletion,2
44C_treat,BioRep1,5,27,4,44C,eIF3b depletion,4
44C_treat,BioRep1,6,1,4,44C,eIF3b depletion,4
44C_treat,BioRep1,6,2,5,44C,eIF3b depletion,5
44C_treat,BioRep1,6,3,1,44C,eIF3b depletion,1
44C_treat,BioRep1,6,4,1,44C,eIF3b depletion,1
44C_treat,BioRep1,6,5,3,44C,eIF3b depletion,3
44C_treat,BioRep1,6,6,3,44C,eIF3b depletion,3
44C_treat,BioRep1,6,7,4,44C,eIF3b depletion,4
44C_treat,BioRep1,6,8,6,44C,eIF3b depletion,6
44C_treat,BioRep1,6,9,5,44C,eIF3b depletion,5
44C_treat,BioRep1,6,10,5,44C,eIF3b depletion,5
44C_treat,BioRep1,6,11,1,44C,eIF3b depletion,1
44C_treat,BioRep1,6,12,0,44C,eIF3b depletion,0
44C_treat,BioRep1,6,13,3,44C,eIF3b depletion,3
44C_treat,BioRep1,6,14,7,44C,eIF3b depletion,7
44C_treat,BioRep1,6,15,4,44C,eIF3b depletion,4
44C_treat,BioRep1,6,16,3,44C,eIF3b depletion,3
44C_treat,BioRep1,6,17,2,44C,eIF3b depletion,2
44C_treat,BioRep1,6,18,10,44C,eIF3b depletion,10
44C_treat,BioRep1,6,19,4,44C,eIF3b depletion,4
44C_treat,BioRep1,6,20,4,44C,eIF3b depletion,4
44C_treat,BioRep1,6,21,2,44C,eIF3b depletion,2
44C_treat,BioRep1,6,22,4,44C,eIF3b depletion,4
44C_treat,BioRep1,6,23,2,44C,eIF3b depletion,2
44C_treat,BioRep1,7,1,6,44C,eIF3b depletion,6
44C_treat,BioRep1,7,2,5,44C,eIF3b depletion,5
44C_treat,BioRep1,7,3,6,44C,eIF3b depletion,6
44C_treat,BioRep1,7,4,2,44C,eIF3b depletion,2
44C_treat,BioRep1,7,5,4,44C,eIF3b depletion,4
44C_treat,BioRep1,7,6,4,44C,eIF3b depletion,4
44C_treat,BioRep1,7,7,5,44C,eIF3b depletion,5
44C_treat,BioRep1,7,8,2,44C,eIF3b depletion,2
44C_treat,BioRep1,7,9,6,44C,eIF3b depletion,6
44C_treat,BioRep1,7,10,4,44C,eIF3b depletion,4
44C_treat,BioRep1,7,11,9,44C,eIF3b depletion,9
44C_treat,BioRep1,7,12,7,44C,eIF3b depletion,7
44C_treat,BioRep1,7,13,3,44C,eIF3b depletion,3
44C_treat,BioRep1,7,14,8,44C,eIF3b depletion,8
44C_treat,BioRep1,7,15,3,44C,eIF3b depletion,3
44C_treat,BioRep1,7,16,4,44C,eIF3b depletion,4
44C_treat,BioRep1,7,17,4,44C,eIF3b depletion,4
44C_treat,BioRep1,8,1,2,44C,eIF3b depletion,2
44C_treat,BioRep1,8,2,2,44C,eIF3b depletion,2
44C_treat,BioRep1,8,3,4,44C,eIF3b depletion,4
44C_treat,BioRep1,8,4,2,44C,eIF3b depletion,2
44C_treat,BioRep1,8,5,2,44C,eIF3b depletion,2
44C_treat,BioRep1,8,6,6,44C,eIF3b depletion,6
44C_treat,BioRep1,8,7,2,44C,eIF3b depletion,2
44C_treat,BioRep1,8,8,0,44C,eIF3b depletion,0
44C_treat,BioRep1,8,9,1,44C,eIF3b depletion,1
44C_treat,BioRep1,8,10,0,44C,eIF3b depletion,0
44C_treat,BioRep1,8,11,1,44C,eIF3b depletion,1
44C_treat,BioRep1,8,12,2,44C,eIF3b depletion,2
44C_treat,BioRep1,8,13,1,44C,eIF3b depletion,1
44C_treat,BioRep1,8,14,5,44C,eIF3b depletion,5
44C_treat,BioRep1,8,15,6,44C,eIF3b depletion,6
44C_treat,BioRep1,9,1,3,44C,eIF3b depletion,3
44C_treat,BioRep1,9,2,5,44C,eIF3b depletion,5
44C_treat,BioRep1,9,3,2,44C,eIF3b depletion,2
44C_treat,BioRep1,9,4,4,44C,eIF3b depletion,4
44C_treat,BioRep1,9,5,5,44C,eIF3b depletion,5
44C_treat,BioRep1,9,6,1,44C,eIF3b depletion,1
44C_treat,BioRep1,10,1,1,44C,eIF3b depletion,1
44C_treat,BioRep1,10,2,2,44C,eIF3b depletion,2
44C_treat,BioRep1,10,3,0,44C,eIF3b depletion,0
44C_treat,BioRep1,10,4,1,44C,eIF3b depletion,1
44C_treat,BioRep1,10,5,8,44C,eIF3b depletion,8
44C_treat,BioRep1,10,6,4,44C,eIF3b depletion,4
44C_treat,BioRep1,10,7,1,44C,eIF3b depletion,1
44C_treat,BioRep1,10,8,3,44C,eIF3b depletion,3
44C_treat,BioRep1,10,9,0,44C,eIF3b depletion,0
44C_treat,BioRep1,10,10,2,44C,eIF3b depletion,2
44C_treat,BioRep1,10,11,2,44C,eIF3b depletion,2
44C_treat,BioRep1,10,12,1,44C,eIF3b depletion,1
44C_treat,BioRep1,10,13,5,44C,eIF3b depletion,5
44C_treat,BioRep1,11,1,0,44C,eIF3b depletion,0
44C_treat,BioRep1,11,2,2,44C,eIF3b depletion,2
44C_treat,BioRep1,11,3,0,44C,eIF3b depletion,0
44C_treat,BioRep1,11,4,3,44C,eIF3b depletion,3
44C_treat,BioRep1,11,5,2,44C,eIF3b depletion,2
44C_treat,BioRep1,11,6,1,44C,eIF3b depletion,1
44C_treat,BioRep1,11,7,1,44C,eIF3b depletion,1
44C_treat,BioRep1,11,8,5,44C,eIF3b depletion,5
44C_treat,BioRep1,12,1,2,44C,eIF3b depletion,2
44C_treat,BioRep1,12,2,2,44C,eIF3b depletion,2
44C_treat,BioRep1,12,3,1,44C,eIF3b depletion,1
44C_treat,BioRep1,12,4,3,44C,eIF3b depletion,3
44C_treat,BioRep1,12,5,8,44C,eIF3b depletion,8
44C_treat,BioRep1,12,6,1,44C,eIF3b depletion,1
44C_treat,BioRep1,12,7,1,44C,eIF3b depletion,1
44C_treat,BioRep1,12,8,5,44C,eIF3b depletion,5
44C_treat,BioRep1,12,9,1,44C,eIF3b depletion,1
44C_treat,BioRep1,12,10,3,44C,eIF3b depletion,3
44C_treat,BioRep1,12,11,1,44C,eIF3b depletion,1
44C_treat,BioRep1,12,12,2,44C,eIF3b depletion,2
44C_treat,BioRep1,12,13,0,44C,eIF3b depletion,0
44C_treat,BioRep1,12,14,1,44C,eIF3b depletion,1
44C_treat,BioRep1,12,15,3,44C,eIF3b depletion,3
44C_treat,BioRep1,12,16,8,44C,eIF3b depletion,8
44C_treat,BioRep1,12,17,1,44C,eIF3b depletion,1
44C_treat,BioRep1,12,18,5,44C,eIF3b depletion,5
44C_treat,BioRep1,13,1,8,44C,eIF3b depletion,8
44C_treat,BioRep1,13,2,10,44C,eIF3b depletion,10
44C_treat,BioRep1,14,1,3,44C,eIF3b depletion,3
44C_treat,BioRep1,14,2,4,44C,eIF3b depletion,4
44C_treat,BioRep1,14,3,6,44C,eIF3b depletion,6
44C_treat,BioRep1,14,4,4,44C,eIF3b depletion,4
44C_treat,BioRep1,14,5,3,44C,eIF3b depletion,3
44C_treat,BioRep1,14,6,12,44C,eIF3b depletion,12
44C_treat,BioRep1,14,7,4,44C,eIF3b depletion,4
44C_treat,BioRep1,14,8,8,44C,eIF3b depletion,8
44C_treat,BioRep1,14,9,2,44C,eIF3b depletion,2
44C_treat,BioRep1,14,10,1,44C,eIF3b depletion,1
44C_treat,BioRep1,14,11,4,44C,eIF3b depletion,4
44C_treat,BioRep1,14,12,2,44C,eIF3b depletion,2
44C_treat,BioRep1,14,13,2,44C,eIF3b depletion,2
44C_treat,BioRep1,15,1,5,44C,eIF3b depletion,5
44C_treat,BioRep1,15,2,3,44C,eIF3b depletion,3
44C_treat,BioRep1,15,3,1,44C,eIF3b depletion,1
44C_treat,BioRep1,15,4,5,44C,eIF3b depletion,5
44C_treat,BioRep1,15,5,4,44C,eIF3b depletion,4
44C_treat,BioRep1,15,6,1,44C,eIF3b depletion,1
44C_treat,BioRep1,16,1,1,44C,eIF3b depletion,1
44C_treat,BioRep1,16,2,0,44C,eIF3b depletion,0
44C_treat,BioRep1,16,3,6,44C,eIF3b depletion,6
44C_treat,BioRep1,16,4,3,44C,eIF3b depletion,3
44C_treat,BioRep1,16,5,3,44C,eIF3b depletion,3
44C_treat,BioRep1,16,6,1,44C,eIF3b depletion,1
44C_treat,BioRep1,16,7,4,44C,eIF3b depletion,4
44C_treat,BioRep1,16,8,0,44C,eIF3b depletion,0
44C_treat,BioRep1,16,9,8,44C,eIF3b depletion,8
44C_treat,BioRep1,16,10,3,44C,eIF3b depletion,3
44C_treat,BioRep1,16,11,5,44C,eIF3b depletion,5
44C_treat,BioRep1,16,12,3,44C,eIF3b depletion,3
44C_treat,BioRep1,16,13,1,44C,eIF3b depletion,1
44C_treat,BioRep1,16,14,0,44C,eIF3b depletion,0
44C_treat,BioRep1,16,15,4,44C,eIF3b depletion,4
44C_treat,BioRep1,17,1,2,44C,eIF3b depletion,2
44C_treat,BioRep1,17,2,4,44C,eIF3b depletion,4
44C_treat,BioRep1,17,3,5,44C,eIF3b depletion,5
44C_treat,BioRep1,17,4,1,44C,eIF3b depletion,1
44C_treat,BioRep1,17,5,5,44C,eIF3b depletion,5
44C_treat,BioRep1,17,6,3,44C,eIF3b depletion,3
44C_treat,BioRep1,17,7,5,44C,eIF3b depletion,5
44C_treat,BioRep1,17,8,7,44C,eIF3b depletion,7
44C_treat,BioRep1,17,9,2,44C,eIF3b depletion,2
44C_treat,BioRep1,17,10,1,44C,eIF3b depletion,1
44C_treat,BioRep1,17,11,2,44C,eIF3b depletion,2
44C_treat,BioRep1,17,12,3,44C,eIF3b depletion,3
44C_treat,BioRep1,17,13,0,44C,eIF3b depletion,0
44C_treat,BioRep1,17,14,4,44C,eIF3b depletion,4
44C_treat,BioRep1,17,15,2,44C,eIF3b depletion,2
44C_treat,BioRep1,18,1,3,44C,eIF3b depletion,3
44C_treat,BioRep1,18,2,6,44C,eIF3b depletion,6
44C_treat,BioRep1,18,3,3,44C,eIF3b depletion,3
44C_treat,BioRep1,18,4,3,44C,eIF3b depletion,3
44C_treat,BioRep1,18,5,4,44C,eIF3b depletion,4
44C_treat,BioRep1,18,6,2,44C,eIF3b depletion,2
44C_treat,BioRep1,18,7,3,44C,eIF3b depletion,3
44C_treat,BioRep1,18,8,4,44C,eIF3b depletion,4
44C_treat,BioRep1,18,9,3,44C,eIF3b depletion,3
44C_treat,BioRep1,18,10,4,44C,eIF3b depletion,4
44C_treat,BioRep1,18,11,4,44C,eIF3b depletion,4
44C_treat,BioRep1,19,1,2,44C,eIF3b depletion,2
44C_treat,BioRep1,19,2,4,44C,eIF3b depletion,4
44C_treat,BioRep1,19,3,3,44C,eIF3b depletion,3
44C_treat,BioRep1,19,4,4,44C,eIF3b depletion,4
44C_treat,BioRep1,19,5,5,44C,eIF3b depletion,5
44C_treat,BioRep1,19,6,7,44C,eIF3b depletion,7
44C_treat,BioRep1,19,7,1,44C,eIF3b depletion,1
44C_treat,BioRep1,19,8,3,44C,eIF3b depletion,3
44C_treat,BioRep1,19,9,3,44C,eIF3b depletion,3
44C_treat,BioRep1,19,10,1,44C,eIF3b depletion,1
44C_treat,BioRep1,19,11,1,44C,eIF3b depletion,1
44C_treat,BioRep1,19,12,6,44C,eIF3b depletion,6
44C_treat,BioRep1,19,13,3,44C,eIF3b depletion,3
44C_treat,BioRep1,19,14,2,44C,eIF3b depletion,2
44C_treat,BioRep1,19,15,2,44C,eIF3b depletion,2
46C_treat,BioRep1,1,1,6,46C,eIF3b depletion,6
46C_treat,BioRep1,1,2,3,46C,eIF3b depletion,3
46C_treat,BioRep1,1,3,1,46C,eIF3b depletion,1
46C_treat,BioRep1,1,4,7,46C,eIF3b depletion,7
46C_treat,BioRep1,1,5,11,46C,eIF3b depletion,11
46C_treat,BioRep1,1,6,8,46C,eIF3b depletion,8
46C_treat,BioRep1,1,7,6,46C,eIF3b depletion,6
46C_treat,BioRep1,1,8,5,46C,eIF3b depletion,5
46C_treat,BioRep1,1,9,8,46C,eIF3b depletion,8
46C_treat,BioRep1,1,10,6,46C,eIF3b depletion,6
46C_treat,BioRep1,1,11,13,46C,eIF3b depletion,13
46C_treat,BioRep1,1,12,15,46C,eIF3b depletion,15
46C_treat,BioRep1,1,13,9,46C,eIF3b depletion,9
46C_treat,BioRep1,1,14,3,46C,eIF3b depletion,3
46C_treat,BioRep1,1,15,7,46C,eIF3b depletion,7
46C_treat,BioRep1,1,16,3,46C,eIF3b depletion,3
46C_treat,BioRep1,1,17,2,46C,eIF3b depletion,2
46C_treat,BioRep1,1,18,3,46C,eIF3b depletion,3
46C_treat,BioRep1,1,19,6,46C,eIF3b depletion,6
46C_treat,BioRep1,1,20,8,46C,eIF3b depletion,8
46C_treat,BioRep1,1,21,7,46C,eIF3b depletion,7
46C_treat,BioRep1,1,22,6,46C,eIF3b depletion,6
46C_treat,BioRep1,1,23,12,46C,eIF3b depletion,12
46C_treat,BioRep1,1,24,29,46C,eIF3b depletion,15
46C_treat,BioRep1,1,25,3,46C,eIF3b depletion,3
46C_treat,BioRep1,1,26,9,46C,eIF3b depletion,9
46C_treat,BioRep1,1,27,8,46C,eIF3b depletion,8
46C_treat,BioRep1,1,28,19,46C,eIF3b depletion,15
46C_treat,BioRep1,1,29,4,46C,eIF3b depletion,4
46C_treat,BioRep1,1,30,3,46C,eIF3b depletion,3
46C_treat,BioRep1,1,31,8,46C,eIF3b depletion,8
46C_treat,BioRep1,1,32,9,46C,eIF3b depletion,9
46C_treat,BioRep1,1,33,5,46C,eIF3b depletion,5
46C_treat,BioRep1,1,34,6,46C,eIF3b depletion,6
46C_treat,BioRep1,1,35,3,46C,eIF3b depletion,3
46C_treat,BioRep1,1,36,7,46C,eIF3b depletion,7
46C_treat,BioRep1,1,37,8,46C,eIF3b depletion,8
46C_treat,BioRep1,1,38,6,46C,eIF3b depletion,6
46C_treat,BioRep1,1,39,4,46C,eIF3b depletion,4
46C_treat,BioRep1,1,40,10,46C,eIF3b depletion,10
46C_treat,BioRep1,2,1,1,46C,eIF3b depletion,1
46C_treat,BioRep1,2,2,8,46C,eIF3b depletion,8
46C_treat,BioRep1,2,3,2,46C,eIF3b depletion,2
46C_treat,BioRep1,2,4,3,46C,eIF3b depletion,3
46C_treat,BioRep1,2,5,2,46C,eIF3b depletion,2
46C_treat,BioRep1,2,6,2,46C,eIF3b depletion,2
46C_treat,BioRep1,2,7,2,46C,eIF3b depletion,2
46C_treat,BioRep1,2,8,5,46C,eIF3b depletion,5
46C_treat,BioRep1,2,9,3,46C,eIF3b depletion,3
46C_treat,BioRep1,2,10,2,46C,eIF3b depletion,2
46C_treat,BioRep1,2,11,4,46C,eIF3b depletion,4
46C_treat,BioRep1,2,12,6,46C,eIF3b depletion,6
46C_treat,BioRep1,2,13,1,46C,eIF3b depletion,1
46C_treat,BioRep1,2,14,2,46C,eIF3b depletion,2
46C_treat,BioRep1,2,15,6,46C,eIF3b depletion,6
46C_treat,BioRep1,2,16,2,46C,eIF3b depletion,2
46C_treat,BioRep1,2,17,1,46C,eIF3b depletion,1
46C_treat,BioRep1,2,18,4,46C,eIF3b depletion,4
46C_treat,BioRep1,2,19,4,46C,eIF3b depletion,4
46C_treat,BioRep1,2,20,8,46C,eIF3b depletion,8
46C_treat,BioRep1,2,21,3,46C,eIF3b depletion,3
46C_treat,BioRep1,2,22,6,46C,eIF3b depletion,6
46C_treat,BioRep1,2,23,7,46C,eIF3b depletion,7
46C_treat,BioRep1,2,24,6,46C,eIF3b depletion,6
46C_treat,BioRep1,2,25,5,46C,eIF3b depletion,5
46C_treat,BioRep1,2,26,5,46C,eIF3b depletion,5
46C_treat,BioRep1,2,27,4,46C,eIF3b depletion,4
46C_treat,BioRep1,2,28,4,46C,eIF3b depletion,4
46C_treat,BioRep1,2,29,5,46C,eIF3b depletion,5
46C_treat,BioRep1,2,30,7,46C,eIF3b depletion,7
46C_treat,BioRep1,2,31,3,46C,eIF3b depletion,3
46C_treat,BioRep1,2,32,7,46C,eIF3b depletion,7
46C_treat,BioRep1,2,33,5,46C,eIF3b depletion,5
46C_treat,BioRep1,2,34,5,46C,eIF3b depletion,5
46C_treat,BioRep1,3,1,10,46C,eIF3b depletion,10
46C_treat,BioRep1,3,2,6,46C,eIF3b depletion,6
46C_treat,BioRep1,3,3,6,46C,eIF3b depletion,6
46C_treat,BioRep1,3,4,6,46C,eIF3b depletion,6
46C_treat,BioRep1,3,5,1,46C,eIF3b depletion,1
46C_treat,BioRep1,3,6,9,46C,eIF3b depletion,9
46C_treat,BioRep1,3,7,9,46C,eIF3b depletion,9
46C_treat,BioRep1,3,8,1,46C,eIF3b depletion,1
46C_treat,BioRep1,3,9,4,46C,eIF3b depletion,4
46C_treat,BioRep1,3,10,7,46C,eIF3b depletion,7
46C_treat,BioRep1,3,11,5,46C,eIF3b depletion,5
46C_treat,BioRep1,3,12,6,46C,eIF3b depletion,6
46C_treat,BioRep1,3,13,5,46C,eIF3b depletion,5
46C_treat,BioRep1,3,14,3,46C,eIF3b depletion,3
46C_treat,BioRep1,3,15,2,46C,eIF3b depletion,2
46C_treat,BioRep1,3,16,7,46C,eIF3b depletion,7
46C_treat,BioRep1,3,17,6,46C,eIF3b depletion,6
46C_treat,BioRep1,3,18,4,46C,eIF3b depletion,4
46C_treat,BioRep1,3,19,7,46C,eIF3b depletion,7
46C_treat,BioRep1,3,20,2,46C,eIF3b depletion,2
46C_treat,BioRep1,4,1,6,46C,eIF3b depletion,6
46C_treat,BioRep1,4,2,3,46C,eIF3b depletion,3
46C_treat,BioRep1,4,3,3,46C,eIF3b depletion,3
46C_treat,BioRep1,4,4,5,46C,eIF3b depletion,5
46C_treat,BioRep1,4,5,6,46C,eIF3b depletion,6
46C_treat,BioRep1,4,6,8,46C,eIF3b depletion,8
46C_treat,BioRep1,4,7,6,46C,eIF3b depletion,6
46C_treat,BioRep1,4,8,4,46C,eIF3b depletion,4
46C_treat,BioRep1,4,9,5,46C,eIF3b depletion,5
46C_treat,BioRep1,4,10,6,46C,eIF3b depletion,6
46C_treat,BioRep1,4,11,3,46C,eIF3b depletion,3
46C_treat,BioRep1,4,12,6,46C,eIF3b depletion,6
46C_treat,BioRep1,4,13,7,46C,eIF3b depletion,7
46C_treat,BioRep1,4,14,13,46C,eIF3b depletion,13
46C_treat,BioRep1,4,15,3,46C,eIF3b depletion,3
46C_treat,BioRep1,4,16,1,46C,eIF3b depletion,1
46C_treat,BioRep1,4,17,6,46C,eIF3b depletion,6
46C_treat,BioRep1,4,18,5,46C,eIF3b depletion,5
46C_treat,BioRep1,4,19,3,46C,eIF3b depletion,3
46C_treat,BioRep1,4,20,4,46C,eIF3b depletion,4
46C_treat,BioRep1,4,21,8,46C,eIF3b depletion,8
46C_treat,BioRep1,4,22,6,46C,eIF3b depletion,6
46C_treat,BioRep1,4,23,7,46C,eIF3b depletion,7
46C_treat,BioRep1,4,24,6,46C,eIF3b depletion,6
46C_treat,BioRep1,4,25,4,46C,eIF3b depletion,4
46C_treat,BioRep1,4,26,7,46C,eIF3b depletion,7
46C_treat,BioRep1,4,27,6,46C,eIF3b depletion,6
46C_treat,BioRep1,4,28,4,46C,eIF3b depletion,4
46C_treat,BioRep1,4,29,2,46C,eIF3b depletion,2
46C_treat,BioRep1,4,30,8,46C,eIF3b depletion,8
46C_treat,BioRep1,4,31,5,46C,eIF3b depletion,5
46C_treat,BioRep1,4,32,1,46C,eIF3b depletion,1
46C_treat,BioRep1,5,1,3,46C,eIF3b depletion,3
46C_treat,BioRep1,5,2,5,46C,eIF3b depletion,5
46C_treat,BioRep1,5,3,5,46C,eIF3b depletion,5
46C_treat,BioRep1,5,4,7,46C,eIF3b depletion,7
46C_treat,BioRep1,5,5,7,46C,eIF3b depletion,7
46C_treat,BioRep1,5,6,5,46C,eIF3b depletion,5
46C_treat,BioRep1,5,7,5,46C,eIF3b depletion,5
46C_treat,BioRep1,5,8,10,46C,eIF3b depletion,10
46C_treat,BioRep1,5,9,7,46C,eIF3b depletion,7
46C_treat,BioRep1,5,10,8,46C,eIF3b depletion,8
46C_treat,BioRep1,5,11,3,46C,eIF3b depletion,3
46C_treat,BioRep1,5,12,5,46C,eIF3b depletion,5
46C_treat,BioRep1,5,13,11,46C,eIF3b depletion,11
46C_treat,BioRep1,5,14,8,46C,eIF3b depletion,8
46C_treat,BioRep1,5,15,3,46C,eIF3b depletion,3
46C_treat,BioRep1,5,16,5,46C,eIF3b depletion,5
46C_treat,BioRep1,5,17,8,46C,eIF3b depletion,8
46C_treat,BioRep1,5,18,6,46C,eIF3b depletion,6
46C_treat,BioRep1,5,19,5,46C,eIF3b depletion,5
46C_treat,BioRep1,5,20,9,46C,eIF3b depletion,9
46C_treat,BioRep1,5,21,5,46C,eIF3b depletion,5
46C_treat,BioRep1,5,22,4,46C,eIF3b depletion,4
46C_treat,BioRep1,5,23,7,46C,eIF3b depletion,7
46C_treat,BioRep1,5,24,1,46C,eIF3b depletion,1
46C_treat,BioRep1,6,1,6,46C,eIF3b depletion,6
46C_treat,BioRep1,6,2,3,46C,eIF3b depletion,3
46C_treat,BioRep1,6,3,1,46C,eIF3b depletion,1
46C_treat,BioRep1,6,4,6,46C,eIF3b depletion,6
46C_treat,BioRep1,6,5,3,46C,eIF3b depletion,3
46C_treat,BioRep1,6,6,4,46C,eIF3b depletion,4
46C_treat,BioRep1,6,7,10,46C,eIF3b depletion,10
46C_treat,BioRep1,6,8,5,46C,eIF3b depletion,5
46C_treat,BioRep1,6,9,4,46C,eIF3b depletion,4
46C_treat,BioRep1,6,10,1,46C,eIF3b depletion,1
46C_treat,BioRep1,6,11,9,46C,eIF3b depletion,9
46C_treat,BioRep1,6,12,2,46C,eIF3b depletion,2
46C_treat,BioRep1,6,13,10,46C,eIF3b depletion,10
46C_treat,BioRep1,6,14,5,46C,eIF3b depletion,5
46C_treat,BioRep1,6,15,6,46C,eIF3b depletion,6
46C_treat,BioRep1,6,16,6,46C,eIF3b depletion,6
46C_treat,BioRep1,6,17,9,46C,eIF3b depletion,9
46C_treat,BioRep1,6,18,2,46C,eIF3b depletion,2
46C_treat,BioRep1,6,19,7,46C,eIF3b depletion,7
46C_treat,BioRep1,6,20,10,46C,eIF3b depletion,10
46C_treat,BioRep1,6,21,7,46C,eIF3b depletion,7
46C_treat,BioRep1,6,22,5,46C,eIF3b depletion,5
